Metin,Durum,metin_lower,metin_cleaned,metin_tokenized,metin_nostop,metin_lemmatized,metin_stemmed
ürün beş para etmez..süngeri sert bildigin kutu profilden yapılma hiç bir özelligi yok uzun süre oturdugunda kalça agrısı yapıyor iade edicektim işlerimden dolayı kaldı gittigi yere kadar kullancaz artık..kesinlikle tavsiye ETMİYORUM ey müslüman bu sandalyeyi 179 degilde 199 sat ama biraz kaliteli yap neyin eksilir..malzemeden calmış herif,0,ürün beş para etmez..süngeri sert bildigin kutu profilden yapılma hiç bir özelligi yok uzun süre oturdugunda kalça agrısı yapıyor iade edicektim işlerimden dolayı kaldı gittigi yere kadar kullancaz artık..kesinlikle tavsiye etmi̇yorum ey müslüman bu sandalyeyi 179 degilde 199 sat ama biraz kaliteli yap neyin eksilir..malzemeden calmış herif,ürün beş para etmez..süngeri sert bildigin kutu profilden yapılma hiç bir özelligi yok uzun süre oturdugunda kalça agrısı yapıyor iade edicektim işlerimden dolayı kaldı gittigi yere kadar kullancaz artık..kesinlikle tavsiye etmi̇yorum ey müslüman bu sandalyeyi 179 degilde 199 sat ama biraz kaliteli yap neyin eksilir..malzemeden calmış herif,"['ürün', 'beş', 'para', 'etmezsüngeri', 'sert', 'bildigin', 'kutu', 'profilden', 'yapılma', 'hiç', 'bir', 'özelligi', 'yok', 'uzun', 'süre', 'oturdugunda', 'kalça', 'agrısı', 'yapıyor', 'iade', 'edicektim', 'işlerimden', 'dolayı', 'kaldı', 'gittigi', 'yere', 'kadar', 'kullancaz', 'artıkkesinlikle', 'tavsiye', 'etmiyorum', 'ey', 'müslüman', 'bu', 'sandalyeyi', 'degilde', 'sat', 'ama', 'biraz', 'kaliteli', 'yap', 'neyin', 'eksilirmalzemeden', 'calmış', 'herif']","['ürün', 'beş', 'para', 'etmezsüngeri', 'sert', 'bildigin', 'kutu', 'profilden', 'yapılma', 'bir', 'özelligi', 'yok', 'uzun', 'süre', 'oturdugunda', 'kalça', 'agrısı', 'yapıyor', 'iade', 'edicektim', 'işlerimden', 'dolayı', 'kaldı', 'gittigi', 'yere', 'kadar', 'kullancaz', 'artıkkesinlikle', 'tavsiye', 'etmiyorum', 'ey', 'müslüman', 'sandalyeyi', 'degilde', 'sat', 'biraz', 'kaliteli', 'yap', 'neyin', 'eksilirmalzemeden', 'calmış', 'herif']","['ürün', 'beş', 'para', '', 'sert', '', 'kutu', 'profil', 'yapıl', 'bir', '', 'yok', 'uzun', 'süre', '', 'kalça', '', 'yap', 'iade', 'edicek', 'iş', 'dolayı', 'kal', '', 'yer', 'kadar', 'kullan', '', 'tavsiye', 'et', 'ey', 'Müslüman', 'sandalye', '', 'sat', 'biraz', 'kaliteli', 'yap', 'ney', '', '', 'herif']","['ürün', 'beş', 'para', '', 'sert', '', 'kutu', 'profil', 'yapıl', 'bir', '', 'yok', 'uzun', 'süre', '', 'kalça', '', 'yap', 'iad', 'edicek', 'iş', 'dolayı', 'kal', '', 'yer', 'kadar', 'kullan', '', 'tavsiy', 'et', 'ey', 'müslüman', 'sandaly', '', 'sat', 'biraz', 'kalit', 'yap', 'ney', '', '', 'herif']"
Acaip dandik bir ürün kesinlikle paranızı cope atarsiniz oturunca dusucek gibi oluyosunuz igrenc berbat otesi,0,acaip dandik bir ürün kesinlikle paranızı cope atarsiniz oturunca dusucek gibi oluyosunuz igrenc berbat otesi,acaip dandik bir ürün kesinlikle paranızı cope atarsiniz oturunca dusucek gibi oluyosunuz igrenc berbat otesi,"['acaip', 'dandik', 'bir', 'ürün', 'kesinlikle', 'paranızı', 'cope', 'atarsiniz', 'oturunca', 'dusucek', 'gibi', 'oluyosunuz', 'igrenc', 'berbat', 'otesi']","['acaip', 'dandik', 'bir', 'ürün', 'kesinlikle', 'paranızı', 'cope', 'atarsiniz', 'oturunca', 'dusucek', 'oluyosunuz', 'igrenc', 'berbat', 'otesi']","['', 'dandik', 'bir', 'ürün', 'kesinlik', 'para', '', '', 'oturunca', '', 'ol', '', 'berbat', '']","['', 'dandik', 'bir', 'ürün', 'kesinlik', 'para', '', '', 'oturunca', '', 'ol', '', 'berbat', '']"
Beğenmedim çok kalitesiz ve basit ama iade etmedim kurmuş bulundum söküp sarmaya üşendim şimdilik idare eder,0,beğenmedim çok kalitesiz ve basit ama iade etmedim kurmuş bulundum söküp sarmaya üşendim şimdilik idare eder,beğenmedim çok kalitesiz ve basit ama iade etmedim kurmuş bulundum söküp sarmaya üşendim şimdilik idare eder,"['beğenmedim', 'çok', 'kalitesiz', 've', 'basit', 'ama', 'iade', 'etmedim', 'kurmuş', 'bulundum', 'söküp', 'sarmaya', 'üşendim', 'şimdilik', 'idare', 'eder']","['beğenmedim', 'kalitesiz', 'basit', 'iade', 'etmedim', 'kurmuş', 'bulundum', 'söküp', 'sarmaya', 'üşendim', 'şimdilik', 'idare', 'eder']","['beğen', 'kalitesiz', 'basit', 'iade', 'et', 'kur', 'bulun', 'söküp', 'sar', 'üşen', 'şimdilik', 'idare', 'eder']","['beğen', 'kalitesiz', 'basit', 'iad', 'et', 'kur', 'bulun', 'söküp', 'sar', 'üşen', 'şimdilik', 'idar', 'eder']"
ürün hiç güzel degil kalite sıfır koltuk yan kısımdaki deri bi parça yırtık geldi alt indirip kaldırma sensörün metal yeri yok eksik arasında açıklık var .ugraşmamak için iade etmeyecekti ettim öyle kullanlsın .tavsiye etmiyorum kesinlikle almayın paranıza yazık kalite yok fiyat düşükde olsa bu ürüne göre çok bile .hiç memnun kalmadım,0,ürün hiç güzel degil kalite sıfır koltuk yan kısımdaki deri bi parça yırtık geldi alt indirip kaldırma sensörün metal yeri yok eksik arasında açıklık var .ugraşmamak için iade etmeyecekti ettim öyle kullanlsın .tavsiye etmiyorum kesinlikle almayın paranıza yazık kalite yok fiyat düşükde olsa bu ürüne göre çok bile .hiç memnun kalmadım,ürün hiç güzel degil kalite sıfır koltuk yan kısımdaki deri bi parça yırtık geldi alt indirip kaldırma sensörün metal yeri yok eksik arasında açıklık var .ugraşmamak için iade etmeyecekti ettim öyle kullanlsın .tavsiye etmiyorum kesinlikle almayın paranıza yazık kalite yok fiyat düşükde olsa bu ürüne göre çok bile .hiç memnun kalmadım,"['ürün', 'hiç', 'güzel', 'degil', 'kalite', 'sıfır', 'koltuk', 'yan', 'kısımdaki', 'deri', 'bi', 'parça', 'yırtık', 'geldi', 'alt', 'indirip', 'kaldırma', 'sensörün', 'metal', 'yeri', 'yok', 'eksik', 'arasında', 'açıklık', 'var', 'ugraşmamak', 'için', 'iade', 'etmeyecekti', 'ettim', 'öyle', 'kullanlsın', 'tavsiye', 'etmiyorum', 'kesinlikle', 'almayın', 'paranıza', 'yazık', 'kalite', 'yok', 'fiyat', 'düşükde', 'olsa', 'bu', 'ürüne', 'göre', 'çok', 'bile', 'hiç', 'memnun', 'kalmadım']","['ürün', 'güzel', 'degil', 'kalite', 'sıfır', 'koltuk', 'yan', 'kısımdaki', 'deri', 'bi', 'parça', 'yırtık', 'geldi', 'alt', 'indirip', 'kaldırma', 'sensörün', 'metal', 'yeri', 'yok', 'eksik', 'arasında', 'açıklık', 'var', 'ugraşmamak', 'iade', 'etmeyecekti', 'ettim', 'öyle', 'kullanlsın', 'tavsiye', 'etmiyorum', 'kesinlikle', 'almayın', 'paranıza', 'yazık', 'kalite', 'yok', 'fiyat', 'düşükde', 'olsa', 'ürüne', 'göre', 'bile', 'memnun', 'kalmadım']","['ürün', 'güzel', '', 'kalite', 'sıfır', 'koltuk', 'yan', 'kısım', 'deri', '', 'parça', 'yırtık', 'gel', 'alt', 'indirip', 'kaldır', 'sensör', 'metal', 'yer', 'yok', 'eksik', 'arası', 'açıklık', 'var', '', 'iade', 'et', 'et', 'öyle', '', 'tavsiye', 'et', 'kesinlik', 'al', 'para', 'yazık', 'kalite', 'yok', 'fiyat', 'düşükde', 'ol', 'ürün', 'göre', 'bile', 'memnun', 'kal']","['ürün', 'güzel', '', 'kalit', 'sıfır', 'koltuk', 'yan', 'kısım', 'deri', '', 'parça', 'yırtık', 'gel', 'alt', 'indirip', 'kaldır', 'sensör', 'metal', 'yer', 'yok', 'eksik', 'arası', 'açıklık', 'var', '', 'iad', 'et', 'et', 'öyle', '', 'tavsiy', 'et', 'kesinlik', 'al', 'para', 'yazık', 'kalit', 'yok', 'fiyat', 'düşükde', 'ol', 'ürün', 'göre', 'bile', 'memnun', 'kal']"
Ürün parasına göre gayet güzel ama firma tam bir rezalet. Çok ilgisizler. Kargo takip noyu yanlış verdiler. Ürünümü bir ayda gönderdi. Tek kelime ile firma tam bir rezalet. Trendyol sana da yakışmadı. Bu kadar kötü firmalarla çalışmak senin namını zedeliyor. Kaliten düşüyor trendyol!,0,ürün parasına göre gayet güzel ama firma tam bir rezalet. çok ilgisizler. kargo takip noyu yanlış verdiler. ürünümü bir ayda gönderdi. tek kelime ile firma tam bir rezalet. trendyol sana da yakışmadı. bu kadar kötü firmalarla çalışmak senin namını zedeliyor. kaliten düşüyor trendyol!,ürün parasına göre gayet güzel ama firma tam bir rezalet. çok ilgisizler. kargo takip noyu yanlış verdiler. ürünümü bir ayda gönderdi. tek kelime ile firma tam bir rezalet. trendyol sana da yakışmadı. bu kadar kötü firmalarla çalışmak senin namını zedeliyor. kaliten düşüyor trendyol!,"['ürün', 'parasına', 'göre', 'gayet', 'güzel', 'ama', 'firma', 'tam', 'bir', 'rezalet', 'çok', 'ilgisizler', 'kargo', 'takip', 'noyu', 'yanlış', 'verdiler', 'ürünümü', 'bir', 'ayda', 'gönderdi', 'tek', 'kelime', 'ile', 'firma', 'tam', 'bir', 'rezalet', 'trendyol', 'sana', 'da', 'yakışmadı', 'bu', 'kadar', 'kötü', 'firmalarla', 'çalışmak', 'senin', 'namını', 'zedeliyor', 'kaliten', 'düşüyor', 'trendyol']","['ürün', 'parasına', 'göre', 'gayet', 'güzel', 'firma', 'tam', 'bir', 'rezalet', 'ilgisizler', 'kargo', 'takip', 'noyu', 'yanlış', 'verdiler', 'ürünümü', 'bir', 'ayda', 'gönderdi', 'tek', 'kelime', 'firma', 'tam', 'bir', 'rezalet', 'trendyol', 'sana', 'yakışmadı', 'kadar', 'kötü', 'firmalarla', 'çalışmak', 'senin', 'namını', 'zedeliyor', 'kaliten', 'düşüyor', 'trendyol']","['ürün', 'para', 'göre', 'gayet', 'güzel', 'firma', 'tam', 'bir', 'rezalet', 'ilgisiz', 'kargo', 'takip', '', 'yanlış', 'verdi', 'ürün', 'bir', 'ay', 'gönder', 'tek', 'kelime', 'firma', 'tam', 'bir', 'rezalet', '', 'sana', 'yakış', 'kadar', 'kötü', 'firma', 'çalışmak', 'sen', 'nam', 'zedele', 'kalite', 'düş', '']","['ürün', 'para', 'göre', 'gayet', 'güzel', 'firma', 'tam', 'bir', 'rezalet', 'ilgisiz', 'kargo', 'takip', '', 'yanlış', 'verdi', 'ürün', 'bir', 'ay', 'gönder', 'tek', 'kelim', 'firma', 'tam', 'bir', 'rezalet', '', 'sana', 'yakış', 'kadar', 'kötü', 'firma', 'çalışmak', 'sen', 'nam', 'zedel', 'kalit', 'düş', '']"
Sipariş vermeyin ürün gelmiyor. 1 aydır bekliyorum. Abi corona var tamam gecikme olabilir de bu kadar olmamalı,0,sipariş vermeyin ürün gelmiyor. 1 aydır bekliyorum. abi corona var tamam gecikme olabilir de bu kadar olmamalı,sipariş vermeyin ürün gelmiyor. 1 aydır bekliyorum. abi corona var tamam gecikme olabilir de bu kadar olmamalı,"['sipariş', 'vermeyin', 'ürün', 'gelmiyor', 'aydır', 'bekliyorum', 'abi', 'corona', 'var', 'tamam', 'gecikme', 'olabilir', 'de', 'bu', 'kadar', 'olmamalı']","['sipariş', 'vermeyin', 'ürün', 'gelmiyor', 'aydır', 'bekliyorum', 'abi', 'corona', 'var', 'tamam', 'gecikme', 'olabilir', 'kadar', 'olmamalı']","['sipariş', 'ver', 'ürün', 'gel', 'ay', 'bekli', 'abi', '', 'var', 'tamam', 'gecik', 'olabilir', 'kadar', 'ol']","['sipariş', 'ver', 'ürün', 'gel', 'ay', 'bekli', 'abi', '', 'var', 'tamam', 'gecik', 'olabilir', 'kadar', 'ol']"
5 para etmez sakin almayin 2 sandalye birasa siparisi verdim sandalyenin biri geldi masa geldi sandalyenij digeri gelmemsine ragmen teslim edildi diyor gelenleri geri yolladim,0,5 para etmez sakin almayin 2 sandalye birasa siparisi verdim sandalyenin biri geldi masa geldi sandalyenij digeri gelmemsine ragmen teslim edildi diyor gelenleri geri yolladim,5 para etmez sakin almayin 2 sandalye birasa siparisi verdim sandalyenin biri geldi masa geldi sandalyenij digeri gelmemsine ragmen teslim edildi diyor gelenleri geri yolladim,"['para', 'etmez', 'sakin', 'almayin', 'sandalye', 'birasa', 'siparisi', 'verdim', 'sandalyenin', 'biri', 'geldi', 'masa', 'geldi', 'sandalyenij', 'digeri', 'gelmemsine', 'ragmen', 'teslim', 'edildi', 'diyor', 'gelenleri', 'geri', 'yolladim']","['para', 'etmez', 'sakin', 'almayin', 'sandalye', 'birasa', 'siparisi', 'verdim', 'sandalyenin', 'geldi', 'masa', 'geldi', 'sandalyenij', 'digeri', 'gelmemsine', 'ragmen', 'teslim', 'edildi', 'diyor', 'gelenleri', 'geri', 'yolladim']","['para', 'et', 'sakin', '', 'sandalye', 'birasa', '', 'verdi', 'sandalye', 'gel', 'masa', 'gel', '', '', 'gelmemsi', '', 'teslim', 'edil', 'de', 'gelen', 'geri', '']","['para', 'et', 'sakin', '', 'sandaly', 'birasa', '', 'verdi', 'sandaly', 'gel', 'masa', 'gel', '', '', 'gelmemsi', '', 'teslim', 'edil', 'de', 'gelen', 'geri', '']"
Acaip dandik bir ürün kesinlikle paranızı cope atarsiniz oturunca dusucek gibi oluyosunuz igrenc berbat otesi,0,acaip dandik bir ürün kesinlikle paranızı cope atarsiniz oturunca dusucek gibi oluyosunuz igrenc berbat otesi,acaip dandik bir ürün kesinlikle paranızı cope atarsiniz oturunca dusucek gibi oluyosunuz igrenc berbat otesi,"['acaip', 'dandik', 'bir', 'ürün', 'kesinlikle', 'paranızı', 'cope', 'atarsiniz', 'oturunca', 'dusucek', 'gibi', 'oluyosunuz', 'igrenc', 'berbat', 'otesi']","['acaip', 'dandik', 'bir', 'ürün', 'kesinlikle', 'paranızı', 'cope', 'atarsiniz', 'oturunca', 'dusucek', 'oluyosunuz', 'igrenc', 'berbat', 'otesi']","['', 'dandik', 'bir', 'ürün', 'kesinlik', 'para', '', '', 'oturunca', '', 'ol', '', 'berbat', '']","['', 'dandik', 'bir', 'ürün', 'kesinlik', 'para', '', '', 'oturunca', '', 'ol', '', 'berbat', '']"
Beğenmedim çok kalitesiz ve basit ama iade etmedim kurmuş bulundum söküp sarmaya üşendim şimdilik idare eder,0,beğenmedim çok kalitesiz ve basit ama iade etmedim kurmuş bulundum söküp sarmaya üşendim şimdilik idare eder,beğenmedim çok kalitesiz ve basit ama iade etmedim kurmuş bulundum söküp sarmaya üşendim şimdilik idare eder,"['beğenmedim', 'çok', 'kalitesiz', 've', 'basit', 'ama', 'iade', 'etmedim', 'kurmuş', 'bulundum', 'söküp', 'sarmaya', 'üşendim', 'şimdilik', 'idare', 'eder']","['beğenmedim', 'kalitesiz', 'basit', 'iade', 'etmedim', 'kurmuş', 'bulundum', 'söküp', 'sarmaya', 'üşendim', 'şimdilik', 'idare', 'eder']","['beğen', 'kalitesiz', 'basit', 'iade', 'et', 'kur', 'bulun', 'söküp', 'sar', 'üşen', 'şimdilik', 'idare', 'eder']","['beğen', 'kalitesiz', 'basit', 'iad', 'et', 'kur', 'bulun', 'söküp', 'sar', 'üşen', 'şimdilik', 'idar', 'eder']"
ürün beş para etmez..süngeri sert bildigin kutu profilden yapılma hiç bir özelligi yok uzun süre oturdugunda kalça agrısı yapıyor iade edicektim işlerimden dolayı kaldı gittigi yere kadar kullancaz artık..kesinlikle tavsiye ETMİYORUM ey müslüman bu sandalyeyi 179 degilde 199 sat ama biraz kaliteli yap neyin eksilir..malzemeden calmış herif,0,ürün beş para etmez..süngeri sert bildigin kutu profilden yapılma hiç bir özelligi yok uzun süre oturdugunda kalça agrısı yapıyor iade edicektim işlerimden dolayı kaldı gittigi yere kadar kullancaz artık..kesinlikle tavsiye etmi̇yorum ey müslüman bu sandalyeyi 179 degilde 199 sat ama biraz kaliteli yap neyin eksilir..malzemeden calmış herif,ürün beş para etmez..süngeri sert bildigin kutu profilden yapılma hiç bir özelligi yok uzun süre oturdugunda kalça agrısı yapıyor iade edicektim işlerimden dolayı kaldı gittigi yere kadar kullancaz artık..kesinlikle tavsiye etmi̇yorum ey müslüman bu sandalyeyi 179 degilde 199 sat ama biraz kaliteli yap neyin eksilir..malzemeden calmış herif,"['ürün', 'beş', 'para', 'etmezsüngeri', 'sert', 'bildigin', 'kutu', 'profilden', 'yapılma', 'hiç', 'bir', 'özelligi', 'yok', 'uzun', 'süre', 'oturdugunda', 'kalça', 'agrısı', 'yapıyor', 'iade', 'edicektim', 'işlerimden', 'dolayı', 'kaldı', 'gittigi', 'yere', 'kadar', 'kullancaz', 'artıkkesinlikle', 'tavsiye', 'etmiyorum', 'ey', 'müslüman', 'bu', 'sandalyeyi', 'degilde', 'sat', 'ama', 'biraz', 'kaliteli', 'yap', 'neyin', 'eksilirmalzemeden', 'calmış', 'herif']","['ürün', 'beş', 'para', 'etmezsüngeri', 'sert', 'bildigin', 'kutu', 'profilden', 'yapılma', 'bir', 'özelligi', 'yok', 'uzun', 'süre', 'oturdugunda', 'kalça', 'agrısı', 'yapıyor', 'iade', 'edicektim', 'işlerimden', 'dolayı', 'kaldı', 'gittigi', 'yere', 'kadar', 'kullancaz', 'artıkkesinlikle', 'tavsiye', 'etmiyorum', 'ey', 'müslüman', 'sandalyeyi', 'degilde', 'sat', 'biraz', 'kaliteli', 'yap', 'neyin', 'eksilirmalzemeden', 'calmış', 'herif']","['ürün', 'beş', 'para', '', 'sert', '', 'kutu', 'profil', 'yapıl', 'bir', '', 'yok', 'uzun', 'süre', '', 'kalça', '', 'yap', 'iade', 'edicek', 'iş', 'dolayı', 'kal', '', 'yer', 'kadar', 'kullan', '', 'tavsiye', 'et', 'ey', 'Müslüman', 'sandalye', '', 'sat', 'biraz', 'kaliteli', 'yap', 'ney', '', '', 'herif']","['ürün', 'beş', 'para', '', 'sert', '', 'kutu', 'profil', 'yapıl', 'bir', '', 'yok', 'uzun', 'süre', '', 'kalça', '', 'yap', 'iad', 'edicek', 'iş', 'dolayı', 'kal', '', 'yer', 'kadar', 'kullan', '', 'tavsiy', 'et', 'ey', 'müslüman', 'sandaly', '', 'sat', 'biraz', 'kalit', 'yap', 'ney', '', '', 'herif']"
Ürünü alıpta paranızı boşa harcamayın. Oturma yeri oturulacak gibi değil aşırı sert. Sanki sünger koymayı unutmuşlar gibi. Deri yerine keşke bez olsaydı da oturması rahat olsaydı betona oturmuş gibi hissediyorum. Malzeme kalitesi çok kötü tekerlekleri dönmüyordu WD40 ile yağladım muhtemeln her ay yağlamam gerekecek.Halı üzerinde olsaydı yağlama da yapamazdım. Amostisör oturma yeri çok dandik. Kargo ise 10 gün sonra geldi. Sandalte en fazla 2 yıla elimde kalırsa şaşırmam. Kısacası az daha verin kalitelisini alın.,0,ürünü alıpta paranızı boşa harcamayın. oturma yeri oturulacak gibi değil aşırı sert. sanki sünger koymayı unutmuşlar gibi. deri yerine keşke bez olsaydı da oturması rahat olsaydı betona oturmuş gibi hissediyorum. malzeme kalitesi çok kötü tekerlekleri dönmüyordu wd40 ile yağladım muhtemeln her ay yağlamam gerekecek.halı üzerinde olsaydı yağlama da yapamazdım. amostisör oturma yeri çok dandik. kargo ise 10 gün sonra geldi. sandalte en fazla 2 yıla elimde kalırsa şaşırmam. kısacası az daha verin kalitelisini alın.,ürünü alıpta paranızı boşa harcamayın. oturma yeri oturulacak gibi değil aşırı sert. sanki sünger koymayı unutmuşlar gibi. deri yerine keşke bez olsaydı da oturması rahat olsaydı betona oturmuş gibi hissediyorum. malzeme kalitesi çok kötü tekerlekleri dönmüyordu wd40 ile yağladım muhtemeln her ay yağlamam gerekecek.halı üzerinde olsaydı yağlama da yapamazdım. amostisör oturma yeri çok dandik. kargo ise 10 gün sonra geldi. sandalte en fazla 2 yıla elimde kalırsa şaşırmam. kısacası az daha verin kalitelisini alın.,"['ürünü', 'alıpta', 'paranızı', 'boşa', 'harcamayın', 'oturma', 'yeri', 'oturulacak', 'gibi', 'değil', 'aşırı', 'sert', 'sanki', 'sünger', 'koymayı', 'unutmuşlar', 'gibi', 'deri', 'yerine', 'keşke', 'bez', 'olsaydı', 'da', 'oturması', 'rahat', 'olsaydı', 'betona', 'oturmuş', 'gibi', 'hissediyorum', 'malzeme', 'kalitesi', 'çok', 'kötü', 'tekerlekleri', 'dönmüyordu', 'wd', 'ile', 'yağladım', 'muhtemeln', 'her', 'ay', 'yağlamam', 'gerekecekhalı', 'üzerinde', 'olsaydı', 'yağlama', 'da', 'yapamazdım', 'amostisör', 'oturma', 'yeri', 'çok', 'dandik', 'kargo', 'ise', 'gün', 'sonra', 'geldi', 'sandalte', 'en', 'fazla', 'yıla', 'elimde', 'kalırsa', 'şaşırmam', 'kısacası', 'az', 'daha', 'verin', 'kalitelisini', 'alın']","['ürünü', 'alıpta', 'paranızı', 'boşa', 'harcamayın', 'oturma', 'yeri', 'oturulacak', 'değil', 'aşırı', 'sert', 'sünger', 'koymayı', 'unutmuşlar', 'deri', 'yerine', 'keşke', 'bez', 'olsaydı', 'oturması', 'rahat', 'olsaydı', 'betona', 'oturmuş', 'hissediyorum', 'malzeme', 'kalitesi', 'kötü', 'tekerlekleri', 'dönmüyordu', 'wd', 'yağladım', 'muhtemeln', 'ay', 'yağlamam', 'gerekecekhalı', 'üzerinde', 'olsaydı', 'yağlama', 'yapamazdım', 'amostisör', 'oturma', 'yeri', 'dandik', 'kargo', 'gün', 'sonra', 'geldi', 'sandalte', 'fazla', 'yıla', 'elimde', 'kalırsa', 'şaşırmam', 'kısacası', 'verin', 'kalitelisini', 'alın']","['ürün', 'alıp', 'para', 'boşa', 'harca', 'otur', 'yer', 'oturul', 'değil', 'aşırı', 'sert', 'sünger', 'koyma', 'unut', 'deri', 'yerine', 'keşke', 'bez', 'ol', 'oturma', 'rahat', 'ol', 'beton', 'oturmuş', 'hisset', 'malzeme', 'kalite', 'kötü', 'tekerlek', 'dön', '', 'yağla', '', 'ay', 'yağla', '', 'üzerinde', 'ol', 'yağla', 'yap', '', 'otur', 'yer', 'dandik', 'kargo', 'gün', 'sonra', 'gel', '', 'fazla', 'yıl', 'elim', 'kal', 'şaşır', 'kısacası', 'veri', 'kaliteli', 'al']","['ürün', 'alıp', 'para', 'boşa', 'harca', 'otur', 'yer', 'oturul', 'değil', 'aşırı', 'sert', 'sünger', 'koyma', 'unut', 'deri', 'yerin', 'keşk', 'bez', 'ol', 'oturma', 'rahat', 'ol', 'beton', 'oturmuş', 'hisset', 'malzem', 'kalit', 'kötü', 'tekerlek', 'dön', '', 'yağla', '', 'ay', 'yağla', '', 'üzerind', 'ol', 'yağla', 'yap', '', 'otur', 'yer', 'dandik', 'kargo', 'gün', 'sonra', 'gel', '', 'fazla', 'yıl', 'elim', 'kal', 'şaşır', 'kısacası', 'veri', 'kalit', 'al']"
ürün hiç güzel degil kalite sıfır koltuk yan kısımdaki deri bi parça yırtık geldi alt indirip kaldırma sensörün metal yeri yok eksik arasında açıklık var .ugraşmamak için iade etmeyecekti ettim öyle kullanlsın .tavsiye etmiyorum kesinlikle almayın paranıza yazık kalite yok fiyat düşükde olsa bu ürüne göre çok bile .hiç memnun kalmadım,0,ürün hiç güzel degil kalite sıfır koltuk yan kısımdaki deri bi parça yırtık geldi alt indirip kaldırma sensörün metal yeri yok eksik arasında açıklık var .ugraşmamak için iade etmeyecekti ettim öyle kullanlsın .tavsiye etmiyorum kesinlikle almayın paranıza yazık kalite yok fiyat düşükde olsa bu ürüne göre çok bile .hiç memnun kalmadım,ürün hiç güzel degil kalite sıfır koltuk yan kısımdaki deri bi parça yırtık geldi alt indirip kaldırma sensörün metal yeri yok eksik arasında açıklık var .ugraşmamak için iade etmeyecekti ettim öyle kullanlsın .tavsiye etmiyorum kesinlikle almayın paranıza yazık kalite yok fiyat düşükde olsa bu ürüne göre çok bile .hiç memnun kalmadım,"['ürün', 'hiç', 'güzel', 'degil', 'kalite', 'sıfır', 'koltuk', 'yan', 'kısımdaki', 'deri', 'bi', 'parça', 'yırtık', 'geldi', 'alt', 'indirip', 'kaldırma', 'sensörün', 'metal', 'yeri', 'yok', 'eksik', 'arasında', 'açıklık', 'var', 'ugraşmamak', 'için', 'iade', 'etmeyecekti', 'ettim', 'öyle', 'kullanlsın', 'tavsiye', 'etmiyorum', 'kesinlikle', 'almayın', 'paranıza', 'yazık', 'kalite', 'yok', 'fiyat', 'düşükde', 'olsa', 'bu', 'ürüne', 'göre', 'çok', 'bile', 'hiç', 'memnun', 'kalmadım']","['ürün', 'güzel', 'degil', 'kalite', 'sıfır', 'koltuk', 'yan', 'kısımdaki', 'deri', 'bi', 'parça', 'yırtık', 'geldi', 'alt', 'indirip', 'kaldırma', 'sensörün', 'metal', 'yeri', 'yok', 'eksik', 'arasında', 'açıklık', 'var', 'ugraşmamak', 'iade', 'etmeyecekti', 'ettim', 'öyle', 'kullanlsın', 'tavsiye', 'etmiyorum', 'kesinlikle', 'almayın', 'paranıza', 'yazık', 'kalite', 'yok', 'fiyat', 'düşükde', 'olsa', 'ürüne', 'göre', 'bile', 'memnun', 'kalmadım']","['ürün', 'güzel', '', 'kalite', 'sıfır', 'koltuk', 'yan', 'kısım', 'deri', '', 'parça', 'yırtık', 'gel', 'alt', 'indirip', 'kaldır', 'sensör', 'metal', 'yer', 'yok', 'eksik', 'arası', 'açıklık', 'var', '', 'iade', 'et', 'et', 'öyle', '', 'tavsiye', 'et', 'kesinlik', 'al', 'para', 'yazık', 'kalite', 'yok', 'fiyat', 'düşükde', 'ol', 'ürün', 'göre', 'bile', 'memnun', 'kal']","['ürün', 'güzel', '', 'kalit', 'sıfır', 'koltuk', 'yan', 'kısım', 'deri', '', 'parça', 'yırtık', 'gel', 'alt', 'indirip', 'kaldır', 'sensör', 'metal', 'yer', 'yok', 'eksik', 'arası', 'açıklık', 'var', '', 'iad', 'et', 'et', 'öyle', '', 'tavsiy', 'et', 'kesinlik', 'al', 'para', 'yazık', 'kalit', 'yok', 'fiyat', 'düşükde', 'ol', 'ürün', 'göre', 'bile', 'memnun', 'kal']"
